ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	COGID	MORPHEMES	ALIGNMENT
1494	Desano	Maniuára ant	mẽ̄(g)ã́	mẽ̄ã́	m ẽː ã		1561	977		m ẽː ã
1495	Yupua	Maniuára ant	kāgá	kāgá	k aː g a		1562	978		k aː g a
1496	Yahuna	Maniuára ant	kā́ga	kā́ga	k aː g a		1562	978		k aː g a
1497	Yahuna	Maniuára ant	gā́ka	gā́ka	g aː k a		1562	978		g aː k a
1143	Desano	Maracajá	uaxsohí	uaxsohí	u a x s ɔ h i		1566	760		u a x s ɔ h i
1338	Desano	Martim pescador (type of kingfisher)	tsālá	tsālá	t s aː ɺ a		1568	874		t s aː ɺ a
1339	Yupua	Martim pescador (type of kingfisher)	sása	sása	s a s a		1569	875		s a s - - a
1340	Yahuna	Martim pescador (type of kingfisher)	haháka	haháka	h a h a k a		1569	875		h a h a k a
1341	Desano	Martim pescador (type of kingfisher)	tsārá	tsārá	t s aː ɾ a		1568	874		t s aː ɾ a
1600	Yahuna	Maruim	maliuí	maliuí	m a ɺ i u i		1573	1040		m a ɺ i u i
612	Desano	Mat for covering vessels	be̠hē̠ró	be̠hē̠ró	b ɛ h ɛː ɾ ɔ		1575	408		b ɛ h ɛː ɾ ɔ
247	Desano	Membrum muliebre	ye̠	ye̠	j ɛ		1577	163		j ɛ
248	Yupua	Membrum muliebre	bū́lu	bū́lu	b uː ɺ u		1579	164		b uː ɺ u
249	Yahuna	Membrum muliebre	ya'ná	ya'ná	j a ʔ n a		1578	165		j a ʔ n - - a
250	Koretu	Membrum muliebre	yanā́re̥	yanā́re̥	j a n aː ɾ ɨ		1578	165		j a - n aː ɾ ɨ
594	Yahuna	Men's carrying basket to get coca leaves	uarū́rapiia	uarū́rapiia	u a ɾ uː ɾ a p i i a		1582	394		u a ɾ uː ɾ a p i i a
1346	Desano	Mergulhão	ya'kátsana	ya'kátsana	j a ʔ k a t s a n a		1584	879		j a ʔ k a t s a n a
1579	Desano	Micuim	yaxpádiana	yaxpádiana	j a x p a d i a n a		1586	1028		j a x p a d i a n a
1580	Yahuna	Micuim	ṓ(d)yahuaka	ṓyahuaka	ɔː j a h u a k a		1587	1029		ɔː j a h u a k a
1124	Desano	Micura	hoá	hoá	h ɔ a		1589	752		h ɔ a
117	Yahuna	Middle finger	hóatanikerokaíkaka	hóatanikerokaíkaka	h ɔ a t a n i k e ɾ ɔ k a i k a k a		1591	81		h ɔ a t a n i k e ɾ ɔ k a i k a k a
482	Desano	Milky way	nḗ̠kama	nḗ̠kama	n ɛː k a m a		1593	321		n ɛː k a m a
1598	Desano	Millipede	āki	āki	aː k i		1595	1038		aː k i
1599	Yahuna	Millipede	mūlía	mūlía	m uː ɺ i a		1596	1039		m uː ɺ i a
1758	Desano	Mirití	ne̠é̠	ne̠é̠	n ɛ ɛ		1598	1136		n ɛ - ɛ
1759	Yupua	Mirití	níi	níi	n i i		1598	1136		n i - i
1760	Yahuna	Mirití	ne̠é̠	ne̠é̠	n ɛ ɛ		1598	1136		n ɛ - ɛ
1761	Koretu	Mirití	nḗ̠re̥	nḗ̠re̥	n ɛː ɾ ɨ		1598	1136		n ɛː ɾ ɨ
813	Desano	Mirror	díuru	díuru	d i u ɾ u		1603	547		d i - u ɾ u
814	Yahuna	Mirror	ōpé̠li(e)	ōpé̠li	ɔː p ɛ ɺ i		1603	547		- ɔː p ɛ ɺ i
815	Desano	Mirror	díulu	díulu	d i u ɺ u		1603	547		d i - u ɺ u
1757	Yahuna	Mold on mandioca cake	t(s)au̯ā́nipatunie̯	tau̯ā́nipatunie̯	t a w aː n i p a t u n j e		1607	1135		t a w aː n i p a t u n j e
455	Desano	Moon	ābé̠	ābé̠	aː b ɛ		1609	303		aː b ɛ
456	Yupua	Moon	yamimage̠áue̠	yamimage̠áue̠	j a m i m a g ɛ a u ɛ		1611	304		j a m i m a g ɛ a - u - - ɛ
457	Yahuna	Moon	yámigakiai̯dyá	yámigakiai̯dyá	j a m i g a k i a j d j a		1611	304		j a m i g a k i a j - d j a
458	Koretu	Moon	hā́ia	hā́ia	h aː i a		1610	305		h aː i a
459	Yahuna	Moon	yámigakaiyagá	yámigakaiyagá	j a m i g a k a i j a g a		1611	304		j a m i g a k a i j a g - a
468	Yahuna	Moon halo	áḥe̠a	áḥe̠a	a ħ ɛ a		1615	312		a ħ ɛ a
439	Desano	Morning	yamĩ́(g)ã	yamĩ́ã	j a m ? ã		1617	292		j a m - - ? ã
440	Yupua	Morning	uasúaa	uasúaa	u a s u a a		1620	293		u a s u a a
441	Yahuna	Morning	uahḗ̠roga	uahḗ̠roga	u a h ɛː ɾ ɔ g a		1619	294		u a h ɛː ɾ ɔ g - - a -
442	Koretu	Morning	tapoiḥia	tapoiḥia	t a p ɔ i ħ i a		1618	295		t a p ɔ i ħ i a
443	Yupua	Morning	uahoágamai̯	uahoágamai̯	u a h ɔ a g a m a j		1619	294		u a h ɔ - a g a m a j
444	Yahuna	Morning	uḗ̠roga	uḗ̠roga	u ɛː ɾ ɔ g a		1619	294		u - - ɛː ɾ ɔ g - - a -
1994	Desano	Morning	(n)yamĩ́(g)ã	yamĩ́ã	j a m ? ã		1617	292		j a m - - ? ã
1995	Yupua	Morning	yā́la	yā́la	j aː ɺ a		1617	292		j aː ɺ - - - a
1996	Yahuna	Morning	uáiroka	uáiroka	u a i ɾ ɔ k a		1619	294		u a - i ɾ ɔ k - - a -
1997	Koretu	Morning	yā́mikia	yā́mikia	j aː m i k i a		1617	292		j aː m i k i a
1998	Yupua	Morning	ya(a)lá	yalá	j a ɺ a		1617	292		j a ɺ - - - a
656	Desano	Mortar	pāmṓno	pāmṓno	p aː m ɔː n ɔ		1629	438		p aː m ɔː n ɔ
657	Yahuna	Mortar	taāpitúalike 	taāpitúalike	t a aː p i t u a ɺ i k e		1630	439		t a aː p i t u a ɺ i k e
1509	Desano	Mosquito	me̥leá	me̥leá	m ɨ ɺ e a		1632	985		m ɨ ɺ e a
1510	Yupua	Mosquito	mé̥li	mé̥li	m ɨ ɺ i		1632	985		m ɨ ɺ - i
1511	Yahuna	Mosquito	minía	minía	m i n i a		1632	985		m i n i a
1512	Koretu	Mosquito	mé̥ne̠	mé̥ne̠	m ɨ n ɛ		1632	985		m ɨ n - ɛ
950	Desano	Mother	yée̥po	yée̥po	j e ɨ p ɔ		1637	641		j e ɨ p - - ɔ
951	Yupua	Mother	yé(e̥)pó	yépó	j e p ɔ		1637	641		j e - p - - ɔ
952	Yahuna	Mother	yipā́ko	yipā́ko	j i p aː k ɔ		1637	641		j i - p aː k ɔ
953	Koretu	Mother	hā́ko	hā́ko	h aː k ɔ		1638	642		h aː k ɔ
954	Desano	Mother	yépo	yépo	j e p ɔ		1637	641		j e - p - - ɔ
960	Desano	Mother-in-law	uānió	uānió	u aː n i ɔ		1643	646		u aː n i ɔ
961	Koretu	Mother-in-law	lē̠kíako	lē̠kíako	ɺ ɛː k i a k ɔ		1644	647		ɺ ɛː k i a k ɔ
493	Desano	Mountain	e̥lé̥	e̥lé̥	ɨ ɺ ɨ		1646	327		- - ɨ ɺ ɨ
494	Yupua	Mountain	ti(x̯)te̠e̥mé̥ma	tite̠e̥mé̥ma	t i t ɛ ɨ m ɨ m a		1648	328		t i t ɛ ɨ m ɨ m a
495	Yahuna	Mountain	makánikia	makánikia	m a k a n i k i a		1647	329		m a k a n i k i a
496	Koretu	Mountain	puī́re̥	puī́re̥	p u iː ɾ ɨ		1646	327		p u iː ɾ ɨ
1192	Yahuna	Mouse	be̠imakíika	be̠imakíika	b ɛ i m a k i i k a		1651	782		b ɛ i m a k i i k a
6	Desano	Mouth	dix̯sī́ro	dix̯sī́ro	d i ç s iː ɾ ɔ		1653	5		d i ç s iː ɾ ɔ
7	Yupua	Mouth	dix̯(t)si	dix̯si	d i ç s i		1653	5		d i ç s i - -
8	Yahuna	Mouth	dihokópe̠	dihokópe̠	d i h ɔ k ɔ p ɛ		1655	6		d i h ɔ k ɔ p ɛ
9	Koretu	Mouth	sírise̠pu̠	sírise̠pu̠	s i ɾ i s ɛ p ʊ		1654	7		s i ɾ i s ɛ p ʊ
10	Yahuna	Mouth	lihokópe̠	lihokópe̠	ɺ i h ɔ k ɔ p ɛ		1655	6		ɺ i h ɔ k ɔ p ɛ
747	Yahuna	Mouthpiece of the blowpipe	pū́poitobe̠	pū́poitobe̠	p uː p ɔ i t ɔ b ɛ		1659	502		p uː p ɔ i t ɔ b ɛ
955	Desano	Mummy	mē̠ó	mē̠ó	m ɛː ɔ		1661	643		m ɛː ɔ
956	Yupua	Mummy	mai	mai	m a i		1661	643		m a i
957	Yahuna	Mummy	mai	mai	m a i		1661	643		m a i
1520	Desano	Mutuca	nu̠láme	nu̠láme	n ʊ ɺ a m e		1665	989		n ʊ ɺ a m e
1521	Yupua	Mutuca	nṓluge̥	nṓluge̥	n ɔː ɺ u g ɨ		1665	989		n ɔː ɺ u g ɨ
1522	Yahuna	Mutuca	ā́logaga	ā́logaga	aː ɺ ɔ g a g a		1666	990		aː ɺ ɔ g - - a g a
1523	Koretu	Mutuca	yokóloko	yokóloko	j ɔ k ɔ ɺ ɔ k ɔ		1666	990		- j ɔ k ɔ ɺ ɔ k ɔ
1524	Yahuna	Mutuca	ā́lokaka	ā́lokaka	aː ɺ ɔ k a k a		1666	990		aː ɺ ɔ k - - a k a
1264	Desano	Mutum	nuxpí	nuxpí	n u x p i		1671	830		n u x p i
1265	Yupua	Mutum	diakútsi	diakútsi	d i a k u t s i		1672	831		d i a k u - t s i -
1266	Yahuna	Mutum	kutía	kutía	k u t i a		1672	831		- - - k u - t - i a
1267	Koretu	Mutum	kúisi	kúisi	k u i s i		1672	831		- - - k u i - s i -
1268	Yupua	Mutum	diakút(š)i	diakúti	d i a k u t i		1672	831		d i a k u - t - i -
1269	Yahuna	Mutum	kut(š)ía	kutía	k u t i a		1672	831		- - - k u - t - i a
1836	Desano	My bow	yā́be̠ro buiríbe̠ro	yā́be̠ro_buiríbe̠ro	j aː b ɛ ɾ ɔ + b u i ɾ i b ɛ ɾ ɔ		1678 1679	1183		j aː b - - ɛ ɾ ɔ + b u i ɾ i b ɛ ɾ ɔ
1837	Yupua	My bow	yapātua(d)yá	yapātuayá	j a p aː t u a j a		1680	1184		j a p aː t u - a j a - -
1838	Yahuna	My bow	yite̠mupáí(e)	yite̠mupáí	j i t ɛ m u p a i		1680	1184		j i - - t ɛ m u p a - i
1839	Koretu	My bow	sípatolo	sípatolo	s i p a t ɔ ɺ ɔ		1678	1185		s i p a t ɔ ɺ ɔ
1840	Yupua	My bow	yapātupáhi	yapātupáhi	j a p aː t u p a h i		1680	1184		j a p aː t - - u p a h i
969	Desano	My son	yémã(g)ẽ 	yémãẽ	j e m ã ẽ		1685	653		j e - m ã - ẽ
970	Yupua	My son	yee̥mã́(g)e̥	yee̥mã́e̥	j e ɨ m ã ɨ		1685	653		j e ɨ m ã - ɨ
971	Yahuna	My son	yimā́ki 	yimā́ki	j i m aː k i		1685	653		j i - m aː k i
972	Koretu	My son	nī́ya	nī́ya	n iː j a		1686	654		n iː j a
973	Yupua	My son	yée̥mã̄(g)e̥	yée̥mã̄e̥	j e ɨ m ãː ɨ		1685	653		j e ɨ m ãː - ɨ
974	Koretu	My son	símāke̥	símāke̥	s i m aː k ɨ		1685	653		s i - m aː k ɨ
357	Desano	Narrow river arm (paraná miri)	yūli	yūli	j uː ɺ i		1692	239		j uː ɺ i
218	Desano	Navel	tsomóno	tsomóno	t s ɔ m ɔ n ɔ		1694	147		- - t s ɔ m ɔ n ɔ
219	Yupua	Navel	t(š)umúnu	tumúnu	t u m u n u		1694	147		- - t - u m u n u
220	Yahuna	Navel	homokópe̠	homokópe̠	h ɔ m ɔ k ɔ p ɛ		1696	148		h ɔ m ɔ k ɔ p ɛ
221	Koretu	Navel	sítoūkia	sítoūkia	s i t ɔ uː k i a		1695	149		s i t ɔ uː k i a
222	Yupua	Navel	yat(š)umúnu	yatumúnu	j a t u m u n u		1694	147		j a t - u m u n u
223	Yupua	Navel	yasómono	yasómono	j a s ɔ m ɔ n ɔ		1694	147		j a - s ɔ m ɔ n ɔ
2023	Desano	Near	yḗpolo	yḗpolo	j eː p ɔ ɺ ɔ		1701	1300		j eː p ɔ ɺ ɔ
2024	Yupua	Near	yoamaí	yoamaí	j ɔ a m a i		1703	1301		j ɔ a m - - - - a - i
2025	Yahuna	Near	yoé̠mata̠óihi	yoé̠mata̠óihi	j ɔ ɛ m a t ɑ ɔ i h i		1703	1301		j ɔ ɛ m a t ɑ ɔ i h i
2026	Koretu	Near	tṓkie̥āne̥	tṓkie̥āne̥	t ɔː k i ɨ aː n ɨ		1702	1302		t ɔː k i ɨ aː n ɨ
2027	Desano	Near	yḗporo	yḗporo	j eː p ɔ ɾ ɔ		1701	1300		j eː p ɔ ɾ ɔ
2028	Koretu	Near	tṓki(e̥)āne̥	tṓkiāne̥	t ɔː k i aː n ɨ		1702	1302		t ɔː k - i aː n ɨ
181	Desano	Neck	ue̥nṹ(g)õ	ue̥nṹõ	u ɨ n ũ ɔ̃		1708	123		u ɨ n ũ ɔ̃
182	Yupua	Neck	yaué̥	yaué̥	j a u ɨ		1710	124		j a u ɨ
183	Yahuna	Neck	uáme̥a	uáme̥a	u a m ɨ a		1708	123		u a m ɨ a
184	Koretu	Neck	siuaḥíkie̯	siuaḥíkie̯	s i u a ħ i k j e		1709	125		s i u a ħ i k j e
185	Desano	Neck	kā́te̥	kā́te̥	k aː t ɨ		1711	126		k aː t ɨ
186	Yahuna	Neck	uáme̥a	uáme̥a	u a m ɨ a		1708	123		u a m ɨ a
840	Yahuna	Necklace made from black cocoons	tupúlakoa	tupúlakoa	t u p u ɺ a k ɔ a		1715	567		t u p u ɺ a k ɔ a
841	Yahuna	Necklace made from gray grass seeds (sta.maria capim)	óaka	óaka	ɔ a k a		1717	568		ɔ a k a
816	Yahuna	Needle	pḗ̠repota	pḗ̠repota	p ɛː ɾ e p ɔ t a		1719	548		p ɛː ɾ e p ɔ t a
460	Desano	New moon	mamadai̯y(o)áge̥	mamadai̯yáge̥	m a m a d a j j a g ɨ		1721	306		m a m a d - a j - j a g ɨ
461	Yupua	New moon	áue̠mame̥	áue̠mame̥	a u ɛ m a m ɨ		1722	307		- a u ɛ m a m - - ɨ
462	Yahuna	New moon	mā́makiai̯dyá	mā́makiai̯dyá	m aː m a k i a j d j a		1721	306		m aː m a k i a j d j - - a
463	Koretu	New moon	haiámamāke̥	haiámamāke̥	h a i a m a m aː k ɨ		1722	307		h a i a m a m aː k ɨ
1938	Yupua	Nice	ṓa	ṓa	ɔː a		1727	1252		ɔː a
1939	Koretu	Nice	yā́he̠	yā́he̠	j aː h ɛ		1726	1253		j aː h ɛ
435	Desano	Night	yamika	yamika	j a m i k a		1729	291		j a - m i k a
436	Yupua	Night	yami	yami	j a m i		1729	291		j a - m - - i
437	Yahuna	Night	yamía	yamía	j a m i a		1729	291		j a - m i - a
438	Koretu	Night	yá'miri	yá'miri	j a ʔ m i ɾ i		1729	291		j a ʔ m i ɾ i
1322	Yupua	Nightjar	bóē̠dyu	bóē̠dyu	b ɔ ɛː d j u		1734	865		b ɔ ɛː d j u
204	Desano	Nipple	axpī́ro	axpī́ro	a x p iː ɾ ɔ		1736	139		a x p iː ɾ ɔ
205	Yupua	Nipple	óxpe̥le̥	óxpe̥le̥	ɔ x p ɨ ɺ ɨ		1736	139		ɔ x p ɨ ɺ ɨ
206	Yahuna	Nipple	ṓpe̠a	ṓpe̠a	ɔː p ɛ a		1736	139		ɔː - p ɛ - a
207	Koretu	Nipple	síḥuḥē̠re̥	síḥuḥē̠re̥	s i ħ u ħ ɛː ɾ ɨ		1737	140		s i ħ u ħ ɛː ɾ ɨ
2050	Desano	No	mā́la(a)	mā́la	m aː ɺ a		1741	1316		m aː ɺ - - - - a
2051	Yupua	No	iamaí	iamaí	i a m a i		1744	1317		i a m a i
2052	Yahuna	No	he̠noó hé̠no	he̠noó_hé̠no	h ɛ n ɔ ɔ + h ɛ n ɔ		1742 1743	1318		h ɛ n ɔ ɔ + h ɛ n ɔ
2053	Koretu	No	nī́re̥	nī́re̥	n iː ɾ ɨ		1741	1316		n iː ɾ - - - - ɨ
2054	Desano	No	mā́ra(a)	mā́ra	m aː ɾ a		1741	1316		m aː ɾ - - - - a
2055	Desano	No	mālianáa	mālianáa	m aː ɺ i a n a a		1741	1316		m aː ɺ i a n a a
445	Desano	Noon	góe̠ripoe̠	góe̠ripoe̠	g ɔ ɛ ɾ i p ɔ ɛ		1749	296		g ɔ ɛ ɾ i p ɔ ɛ
446	Yupua	Noon	áue̠pé̥lage̠	áue̠pé̥lage̠	a u ɛ p ɨ ɺ a g ɛ		1751	297		- - - - a u ɛ p ɨ ɺ a g - - - ɛ
447	Yahuna	Noon	ayaté̠uahirikádyu	ayaté̠uahirikádyu	a j a t ɛ u a h i ɾ i k a d j u		1751	297		a j a t ɛ u a h i ɾ i k a d j u
448	Koretu	Noon	aianámati	aianámati	a i a n a m a t i		1750	298		a i a n a m a t i
449	Yahuna	Noon	uahirikádyu	uahirikádyu	u a h i ɾ i k a d j u		1751	297		- - - - - u a h i ɾ i k a d j u
21	Desano	Nose	ī́ṅinu	ī́ṅinu	iː ŋ i n u		1755	14		iː ŋ i n u
22	Yupua	Nose	ḗge̥le	ḗge̥le	eː g ɨ ɺ e		1758	15		eː g ɨ ɺ e
23	Yahuna	Nose	ṓme̠	ṓme̠	ɔː m ɛ		1757	16		ɔː m ɛ
24	Koretu	Nose	sikomé̠o	sikomé̠o	s i k ɔ m ɛ ɔ		1756	17		s i k ɔ m ɛ ɔ
25	Desano	Nostril	íṅigobe̠ri	íṅigobe̠ri	i ŋ i g ɔ b ɛ ɾ i		1760	18		i ŋ i g ɔ b ɛ ɾ i
26	Yahuna	Nostril	ṓme̠kope̠a	ṓme̠kope̠a	ɔː m ɛ k ɔ p ɛ a		1760	18		ɔː m ɛ k ɔ p ɛ - a
2004	Desano	Now	dopakēyã́(g)ã	dopakēyã́ã	d ɔ p a k eː j ã ã		1763	1287		d ɔ p a k eː j ã ã
1108	Desano	Oayapisá monkey	uau	uau	u a u		1765	742		u a u -
1109	Yahuna	Oayapisá monkey	uaúa	uaúa	u a u a		1765	742		u a u a
1019	Desano	Old man	bē̥gé̥	bē̥gé̥	b ? g ɨ		1768	691		b ? - g ɨ
1020	Yupua	Old man	bé̥ge̥	bé̥ge̥	b ɨ g ɨ		1768	691		b ɨ - g ɨ
1021	Koretu	Old man	bé̥ike̥	bé̥ike̥	b ɨ i k ɨ		1768	691		b ɨ i k ɨ
1022	Desano	Old woman	bē̥ló	bē̥ló	b ? ɺ ɔ		1772	692		b ? ɺ ɔ
1023	Yupua	Old woman	bé̥ga	bé̥ga	b ɨ g a		1773	693		b ɨ - g a
1024	Koretu	Old woman	bé̥iko	bé̥iko	b ɨ i k ɔ		1773	693		b ɨ i k ɔ
985	Desano	Older brother	gamú	gamú	g a m u		1776	663		g a m u
992	Desano	Older sister	dió	dió	d i ɔ		1778	670		d i ɔ
2042	Desano	On the tree	yuxké̥ue̯x̯ka	yuxké̥ue̯x̯ka	j u x k ɨ w e ç k a		1780	1311		j u x k ɨ w e ç k a
2006	Desano	One day	dahābé̥lokole̠ge̠	dahābé̥lokole̠ge̠	d a h aː b ɨ ɺ ɔ k ɔ ɺ ɛ g ɛ		1782	1289		d a h aː b ɨ ɺ ɔ k ɔ ɺ ɛ g ɛ
877	Desano	Ordinary flute pipe made of pipe	tā́lusulu	tā́lusulu	t aː ɺ u s u ɺ u		1784	596		t aː ɺ u s u ɺ u
878	Yupua	Ordinary flute pipe made of pipe	tx̯ḗ̠bola	tx̯ḗ̠bola	t ç ɛː b ɔ ɺ a		1786	597		t - ç ɛː b ɔ ɺ a
879	Yahuna	Ordinary flute pipe made of pipe	pū́puliki	pū́puliki	p uː p u ɺ i k i		1785	598		p uː p u ɺ i k i
880	Yupua	Ordinary flute pipe made of pipe	tx̯ḗ̠bo	tx̯ḗ̠bo	t ç ɛː b ɔ		1786	597		t - ç ɛː b - - ɔ
881	Yahuna	Ordinary flute pipe made of pipe	uālá	uālá	u aː ɺ a		1787	599		u aː ɺ a
882	Yupua	Ordinary flute pipe made of pipe	yasḗ̠bo	yasḗ̠bo	j a s ɛː b ɔ		1786	597		j a s ɛː b - - ɔ
1834	Desano	Other	gaxī́na	gaxī́na	g a x iː n a		1791	1182		g a x iː n a
1835	Yupua	Other	gaéi	gaéi	g a e i		1791	1182		g a - e - i
1153	Desano	Otter	diai̯yoa	diai̯yoa	d i a j j ɔ a		1794	764		d i a j j ɔ a
1154	Yupua	Otter	kaúala	kaúala	k a u a ɺ a		1796	765		k a u a ɺ a
1155	Yahuna	Otter	diayáu	diayáu	d i a j a u		1794	764		d i a - j a u
1156	Koretu	Otter	liayau̯	liayau̯	ɺ i a j a w		1795	766		ɺ i a j a w
1850	Desano	Our house	mālíyawii	mālíyawii	m aː ɺ i j a w i i		1799	1193		m aː ɺ i j a w i i
1851	Yupua	Our house	maí(d)yau̯e̠é̠	maíyau̯e̠é̠	m a i j a w ɛ ɛ		1799	1193		m a - i j a w ɛ ɛ
1852	Yahuna	Our house	yī́liuiia	yī́liuiia	j iː ɺ i u i i a		1801	1194		j iː ɺ i u i i a
1853	Koretu	Our house	siuī́re̥	siuī́re̥	s i u iː ɾ ɨ		1800	1195		s i u iː ɾ ɨ
2041	Desano	Over, on the house	wiī́ue̯x̯ka	wiī́ue̯x̯ka	w i iː w e ç k a		1804	1310		w i iː w e ç k a
1167	Desano	Paca	tsēmé	tsēmé	t s eː m e		1806	771		t s eː - m e -
1168	Yupua	Paca	tsimi	tsimi	t s i m i		1806	771		t s i - m i -
1169	Yahuna	Paca	hē̠mé̠a	hē̠mé̠a	h ɛː m ɛ a		1806	771		- h ɛː - m ɛ a
1170	Koretu	Paca	sé̠me̠	sé̠me̠	s ɛ m ɛ		1806	771		- s ɛ - m ɛ -
1171	Koretu	Paca	sé̠'me̠	sé̠'me̠	s ɛ ʔ m ɛ		1806	771		- s ɛ ʔ m ɛ -
1418	Desano	Pacu	uhú	uhú	u h u		1812	926		- u h u
1419	Yupua	Pacu	úḥu	úḥu	u ħ u		1812	926		- u ħ u
1420	Yahuna	Pacu	ū́a	ū́a	uː a		1813	927		uː a
1421	Koretu	Pacu	hṓḥu	hṓḥu	h ɔː ħ u		1812	926		h ɔː ħ u
105	Desano	Palm	mohóliru	mohóliru	m ɔ h ɔ ɺ i ɾ u		1817	71		m ɔ h ɔ ɺ i ɾ u
106	Yahuna	Palm	pitatót(š)i(e)	pitatóti	p i t a t ɔ t i		1818	72		p i t a t ɔ t i
1484	Yahuna	Palm weevil larva	butsíuahua	butsíuahua	b u t s i u a h u a		1820	972		b u t s i u a h u a
883	Desano	Panpipe	tā́lusuba	tā́lusuba	t aː ɺ u s u b a		1822	600		t aː ɺ u s u b - - a
884	Yupua	Panpipe	tx̯ḗ̠bo(d)ya	tx̯ḗ̠boya	t ç ɛː b ɔ j a		1822	600		t - - - ç ɛː b ɔ j a
885	Yahuna	Panpipe	he̠hḗ̠roka	he̠hḗ̠roka	h ɛ h ɛː ɾ ɔ k a		1823	601		h ɛ h ɛː ɾ ɔ k a
886	Koretu	Panpipe	se̠sé̠ri	se̠sé̠ri	s ɛ s ɛ ɾ i		1823	601		s ɛ s ɛ ɾ - - i
887	Yupua	Panpipe	(t)sḗ̠bo(d)ya	sḗ̠boya	s ɛː b ɔ j a		1822	600		- - - - s ɛː b ɔ j a
888	Yupua	Panpipe	sḗ̠bo	sḗ̠bo	s ɛː b ɔ		1822	600		- - - - s ɛː b - - ɔ
1255	Desano	Parrot	uex̯gó	uex̯gó	u e ç g ɔ		1829	825		u e ç g ɔ
1256	Yupua	Parrot	bṓgo	bṓgo	b ɔː g ɔ		1831	826		b ɔː g ɔ
1257	Yahuna	Parrot	pakóloka	pakóloka	p a k ɔ ɺ ɔ k a		1830	827		p a k ɔ ɺ ɔ k a
1258	Koretu	Parrot	soráko	soráko	s ɔ ɾ a k ɔ		1830	827		- - s ɔ ɾ a k ɔ
1259	Desano	Parrot	uex̯kó	uex̯kó	u e ç k ɔ		1829	825		u e ç k ɔ
1260	Koretu	Parrot	(t)soráko	soráko	s ɔ ɾ a k ɔ		1830	827		- - s ɔ ɾ a k ɔ
1783	Desano	Patauá	yūmú	yūmú	j uː m u		1836	1152		j uː - m - u
1784	Yahuna	Patauá	yau̯mía	yau̯mía	j a w m i a		1836	1152		j a w m i a
489	Desano	Path	maá	maá	m a a		1839	326		m a - a
490	Yupua	Path	máa	máa	m a a		1839	326		m a - a
491	Yahuna	Path	maá	maá	m a a		1839	326		m a - a
492	Koretu	Path	mā́re̥	mā́re̥	m aː ɾ ɨ		1839	326		m aː ɾ ɨ
818	Yahuna	Pearls	yake̠tukúa	yake̠tukúa	j a k ɛ t u k u a		1844	550		j a k ɛ t u k u a
1630	Desano	Peel, pod	yuxké̥de̥xkagaxtsī́ro	yuxké̥de̥xkagaxtsī́ro	j u x k ɨ d ɨ x k a g a x t s iː ɾ ɔ		1846	1062		j u x k ɨ d ɨ x k a g a x t s iː ɾ ɔ
1631	Yahuna	Peel, pod	salikakoá	salikakoá	s a ɺ i k a k ɔ a		1847	1063		s a ɺ i k a k ɔ a
1433	Yahuna	Peixe cachorro	yé̠(d)yo	yé̠yo	j ɛ j ɔ		1849	935		j ɛ j ɔ
235	Desano	Penis	yḗ̠ru	yḗ̠ru	j ɛː ɾ u		1851	157		j ɛː ɾ - u
236	Yupua	Penis	nūli	nūli	n uː ɺ i		1851	157		n uː ɺ - i
237	Yahuna	Penis	nulía	nulía	n u ɺ i a		1851	157		n u ɺ i a
238	Koretu	Penis	sínoni	sínoni	s i n ɔ n i		1852	158		s i n ɔ n i
929	Desano	People	maxsá	maxsá	m a x s a		1856	632		- - - m a x s a
930	Yupua	People	mā́(x)sa	mā́sa	m aː s a		1856	632		- - - m aː - s a
931	Yahuna	People	poe̠mahá	poe̠mahá	p ɔ ɛ m a h a		1856	632		p ɔ ɛ m a - h a
932	Koretu	People	mā́(a)tare̥	mā́tare̥	m aː t a ɾ ɨ		1857	633		m aː t a ɾ ɨ
933	Yupua	People	má(x)(t)sa	mása	m a s a		1856	632		- - - m a - s a
1686	Desano	Peppersauce	biátsuru	biátsuru	b i a t s u ɾ u		1862	1094		b i a t s u ɾ u
1250	Desano	Periquito	gex̯kéru	gex̯kéru	g e ç k e ɾ u		1864	822		g e ç k e ɾ u
1251	Yupua	Periquito	bulu(g)ái	buluái	b u ɺ u a i		1866	823		b u ɺ u a i
1252	Yahuna	Periquito	tuia	tuia	t u i a		1865	824		t - u - i a
1253	Koretu	Periquito	tsḗri	tsḗri	t s eː ɾ i		1865	824		t s eː ɾ i -
1254	Yahuna	Periquito	tsī́ria	tsī́ria	t s iː ɾ i a		1865	824		t s iː ɾ i a
658	Desano	Pestle	yuxké̥ke̥	yuxké̥ke̥	j u x k ɨ k ɨ		1870	440		j u x k ɨ k ɨ
659	Yahuna	Pestle	taāpitualikeyapúa	taāpitualikeyapúa	t a aː p i t u a ɺ i k e j a p u a		1871	441		t a aː p i t u a ɺ i k e j a p u a
1772	Desano	Piassába	piasá	piasá	p i a s a		1873	1144		p i a s a
1226	Desano	Pig teeth	ye̠x̯sé̠guikiri	ye̠x̯sé̠guikiri	j ɛ ç s ɛ g u i k i ɾ i		1875	802		j ɛ ç s ɛ g u i k i ɾ i
1227	Desano	Pig, european	ye̠x̯sé̠	ye̠x̯sé̠	j ɛ ç s ɛ		1877	803		j ɛ ç s ɛ
